ano,id_municipio,area,desmatado,incremento,floresta,nuvem,nao_observado,nao_floresta,hidrografia
2017,1200435,6350.0,93.8,2.8,6221.2,0.0,0.0,0.1,34.9
2018,1200435,6350.0,97.2,3.4,2049.5,4168.3,0.0,0.1,34.9
2019,1200435,6350.0,104.5,7.3,6210.5,0.0,0.0,0.1,34.9
2000,1200450,2384.0,1352.3,,1031.7,0.0,0.0,0.0,0.0
2001,1200450,2384.0,1423.3,71.0,960.7,0.0,0.0,0.0,0.0
2002,1200450,2384.0,1502.4,79.1,881.6,0.0,0.0,0.0,0.0
2003,1200450,2384.0,1545.9,43.5,838.1,0.0,0.0,0.0,0.0
2004,1200450,2384.0,1586.4,40.5,797.6,0.0,0.0,0.0,0.0
2005,1200450,2384.0,1637.9,51.5,746.1,0.0,0.0,0.0,0.0
2006,1200450,2384.0,1655.3,17.4,722.3,6.4,0.0,0.0,0.0
2007,1200450,2384.0,1664.1,8.8,668.5,51.4,0.0,0.0,0.0
2008,1200450,2384.0,1669.1,5.0,714.9,0.0,0.0,0.0,0.0
2009,1200450,2384.0,1676.8,7.7,707.2,0.0,0.0,0.0,0.0
2010,1200450,2384.0,1680.7,4.0,694.1,9.2,0.0,0.0,0.0
2011,1200450,2384.0,1687.8,7.1,692.3,3.9,0.0,0.0,0.0
2012,1200450,2384.0,1690.2,2.4,693.8,0.0,0.0,0.0,0.0
2013,1200450,2384.0,1694.7,4.4,687.9,1.4,0.0,0.0,0.0
2014,1200450,2384.0,1697.8,3.2,686.1,0.1,0.0,0.0,0.0
2015,1200450,2384.0,1702.8,5.0,681.2,0.0,0.0,0.0,0.0
2016,1200450,2384.0,1712.1,9.2,671.6,0.3,0.0,0.0,0.0
2017,1200450,2384.0,1716.3,4.2,667.7,0.0,0.0,0.0,0.0
2018,1200450,2384.0,1726.6,9.1,657.4,0.0,0.0,0.0,0.0
2019,1200450,2384.0,1733.4,6.8,650.6,0.0,0.0,0.0,0.0
2000,1200500,24599.0,1075.0,,23505.2,0.0,15.8,2.4,0.6
2001,1200500,24599.0,1117.2,42.2,23463.0,0.0,15.8,2.4,0.6
2002,1200500,24599.0,1187.0,69.8,23393.2,0.0,15.8,2.4,0.6
2003,1200500,24599.0,1344.7,157.6,23235.5,0.0,15.8,2.4,0.6
2004,1200500,24599.0,1411.8,67.1,23168.4,0.0,15.8,2.4,0.6
2005,1200500,24599.0,1496.0,84.2,23084.2,0.0,15.8,2.4,0.6
2006,1200500,24599.0,1525.3,29.3,23053.3,1.6,15.8,2.4,0.6
2007,1200500,24599.0,1547.2,21.9,23029.5,0.0,19.3,2.4,0.6
2008,1200500,24599.0,1583.7,36.4,22990.6,0.0,21.7,2.4,0.6
2009,1200500,24599.0,1604.9,21.2,22408.4,563.5,19.2,2.4,0.6
2010,1200500,24599.0,1642.8,38.0,22143.6,791.7,17.9,2.4,0.6
2011,1200500,24599.0,1683.7,40.8,22867.0,27.5,17.8,2.4,0.6
2012,1200500,24599.0,1722.9,39.2,22859.9,0.0,13.2,2.4,0.6
2013,1200500,24599.0,1755.5,32.6,19951.5,2878.4,10.6,2.4,0.6
2014,1200500,24599.0,1810.0,54.5,22662.3,109.0,14.7,2.4,0.6
2015,1200500,24599.0,1853.2,43.3,22742.4,0.4,0.0,2.4,0.6
2016,1200500,24599.0,1911.1,57.9,22675.9,0.0,9.0,2.4,0.6
2017,1200500,24599.0,1948.9,37.7,22327.6,319.5,0.0,2.4,0.6
2018,1200500,24599.0,2002.3,54.8,3581.7,19012.0,0.0,2.4,0.6
2019,1200500,24599.0,2085.5,83.1,22510.5,0.0,0.0,2.4,0.6
2000,1200609,21156.0,1115.1,,20024.3,0.0,1.9,1.1,13.6
2001,1200609,21156.0,1145.2,30.1,19994.2,0.0,1.9,1.1,13.6
2002,1200609,21156.0,1202.4,57.2,19937.0,0.0,1.9,1.1,13.6
2003,1200609,21156.0,1264.0,61.5,19875.4,0.0,1.9,1.1,13.6
2004,1200609,21156.0,1286.5,22.5,19852.9,0.0,1.9,1.1,13.6
2005,1200609,21156.0,1316.0,29.5,19823.4,0.0,1.9,1.1,13.6
2006,1200609,21156.0,1339.4,23.3,19799.7,0.3,1.9,1.1,13.6
2007,1200609,21156.0,1356.1,16.7,19783.0,0.0,2.2,1.1,13.6
2008,1200609,21156.0,1394.3,38.2,19330.8,414.0,2.2,1.1,13.6
2009,1200609,21156.0,1410.3,16.0,18822.7,906.1,2.2,1.1,13.6
2010,1200609,21156.0,1436.3,25.9,19703.0,0.0,2.0,1.1,13.6
2011,1200609,21156.0,1456.5,20.3,18694.2,988.5,2.1,1.1,13.6
2012,1200609,21156.0,1486.5,29.9,19633.3,19.7,1.8,1.1,13.6
2013,1200609,21156.0,1500.8,14.3,19458.7,179.5,2.3,1.1,13.6
2014,1200609,21156.0,1532.9,32.1,19337.4,269.1,1.9,1.1,13.6
2015,1200609,21156.0,1536.9,4.0,19111.1,493.3,0.0,1.1,13.6
2016,1200609,21156.0,1550.9,14.0,19387.0,203.4,0.0,1.1,13.6
2017,1200609,21156.0,1564.1,13.3,19577.2,0.0,0.0,1.1,13.6
2018,1200609,21156.0,1616.1,48.4,19524.7,0.4,0.0,1.2,13.6
2019,1200609,21156.0,1686.8,70.6,19454.4,0.0,0.0,1.2,13.6
2000,1200708,5511.0,986.9,,4523.3,0.0,0.8,0.0,0.0
2001,1200708,5511.0,1024.1,37.2,4486.1,0.0,0.8,0.0,0.0
2002,1200708,5511.0,1066.9,42.8,4443.3,0.0,0.8,0.0,0.0
2003,1200708,5511.0,1100.4,33.5,4409.8,0.0,0.8,0.0,0.0
2004,1200708,5511.0,1180.8,80.3,4329.4,0.0,0.8,0.0,0.0
2005,1200708,5511.0,1221.0,40.2,4289.2,0.0,0.8,0.0,0.0
2006,1200708,5511.0,1231.3,10.3,4278.9,0.0,0.8,0.0,0.0
2007,1200708,5511.0,1233.5,2.3,4277.1,0.0,0.4,0.0,0.0
2008,1200708,5511.0,1257.3,23.8,4253.2,0.0,0.5,0.0,0.0
2009,1200708,5511.0,1264.7,7.4,4245.2,0.7,0.4,0.0,0.0
2010,1200708,5511.0,1270.5,5.8,4239.7,0.0,0.8,0.0,0.0
2011,1200708,5511.0,1285.8,15.4,4224.3,0.0,0.9,0.0,0.0
2012,1200708,5511.0,1304.7,18.8,4200.5,4.9,0.9,0.0,0.0
2013,1200708,5511.0,1315.8,11.1,4189.1,0.0,6.1,0.0,0.0
2014,1200708,5511.0,1334.8,19.0,4175.2,0.0,1.0,0.0,0.0
2015,1200708,5511.0,1353.1,18.3,4157.9,0.0,0.0,0.0,0.0
2016,1200708,5511.0,1387.1,34.0,4114.8,0.0,9.1,0.0,0.0
2017,1200708,5511.0,1405.9,18.8,4105.1,0.0,0.0,0.0,0.0
2018,1200708,5511.0,1435.8,26.4,3907.7,167.5,0.0,0.0,0.0
2019,1200708,5511.0,1498.1,62.3,4012.9,0.0,0.0,0.0,0.0
2000,1200807,2703.0,877.7,,1822.5,0.0,2.8,0.0,0.0
2001,1200807,2703.0,925.8,48.1,1774.4,0.0,2.8,0.0,0.0
2002,1200807,2703.0,1002.2,76.4,1698.0,0.0,2.8,0.0,0.0
2003,1200807,2703.0,1086.0,83.7,1614.2,0.0,2.8,0.0,0.0
2004,1200807,2703.0,1147.5,61.6,1552.7,0.0,2.8,0.0,0.0
2005,1200807,2703.0,1191.3,43.8,1508.9,0.0,2.8,0.0,0.0
2006,1200807,2703.0,1213.5,22.2,1226.5,260.2,2.8,0.0,0.0
2007,1200807,2703.0,1223.0,9.5,1469.5,7.7,2.8,0.0,0.0
2008,1200807,2703.0,1231.5,8.4,1468.4,0.3,2.8,0.0,0.0
2009,1200807,2703.0,1237.9,6.4,1462.3,0.0,2.8,0.0,0.0
2010,1200807,2703.0,1250.1,12.2,1450.1,0.0,2.8,0.0,0.0
2011,1200807,2703.0,1267.3,17.2,1432.9,0.0,2.8,0.0,0.0
2012,1200807,2703.0,1280.8,13.5,1419.3,0.0,2.9,0.0,0.0
2013,1200807,2703.0,1284.5,3.7,1416.1,0.0,2.4,0.0,0.0
2014,1200807,2703.0,1300.4,15.9,1390.5,9.4,2.7,0.0,0.0
2015,1200807,2703.0,1308.7,8.3,1349.0,45.3,0.0,0.0,0.0
2016,1200807,2703.0,1324.7,16.0,1378.3,0.0,0.0,0.0,0.0
2017,1200807,2703.0,1336.9,12.2,1366.1,0.0,0.0,0.0,0.0
2018,1200807,2703.0,1348.4,14.1,1354.6,0.0,0.0,0.0,0.0
2019,1200807,2703.0,1372.0,23.6,1331.0,0.0,0.0,0.0,0.0
2000,1300029,6027.0,258.3,,5603.1,0.0,0.0,38.0,127.6
2001,1300029,6027.0,263.2,4.9,5598.2,0.0,0.0,38.0,127.6
2002,1300029,6027.0,279.7,16.5,5581.7,0.0,0.0,38.0,127.6
2003,1300029,6027.0,289.3,9.6,5572.1,0.0,0.0,38.0,127.6
2004,1300029,6027.0,290.8,1.5,5570.6,0.0,0.0,38.0,127.6
2005,1300029,6027.0,295.4,4.6,5566.0,0.0,0.0,38.0,127.6
2006,1300029,6027.0,298.3,2.9,5031.6,531.5,0.0,38.0,127.6
2007,1300029,6027.0,300.4,2.1,4774.7,784.5,1.8,38.0,127.6
2008,1300029,6027.0,310.9,10.5,5162.6,386.5,1.4,38.0,127.6
2009,1300029,6027.0,312.9,2.0,5467.5,79.5,1.5,38.0,127.6
2010,1300029,6027.0,319.7,6.8,5540.2,1.2,0.3,38.0,127.6
2011,1300029,6027.0,322.1,2.4,5501.0,37.9,0.4,38.0,127.6
2012,1300029,6027.0,322.5,0.4,4057.4,1480.9,0.6,38.0,127.6
2013,1300029,6027.0,323.3,0.8,2901.7,2635.9,0.5,38.0,127.6
2014,1300029,6027.0,329.5,6.2,5443.4,88.5,0.0,38.0,127.6
2015,1300029,6027.0,330.1,0.6,5415.1,116.2,0.0,38.0,127.6
2016,1300029,6027.0,334.2,4.1,2794.1,2733.1,0.0,38.0,127.6
2017,1300029,6027.0,338.5,4.3,5438.8,84.1,0.0,38.0,127.6
2018,1300029,6027.0,344.3,5.8,5155.4,361.7,0.0,38.0,127.6
2019,1300029,6027.0,347.2,2.9,5463.3,50.9,0.0,38.0,127.6
2000,1300060,4903.0,105.4,,4361.6,0.0,0.0,222.4,213.6
2001,1300060,4903.0,108.3,3.0,4358.7,0.0,0.0,222.4,213.6
2002,1300060,4903.0,108.3,0.0,4358.7,0.0,0.0,222.4,213.6
2003,1300060,4903.0,109.4,1.1,4357.6,0.0,0.0,222.4,213.6
2004,1300060,4903.0,110.3,0.8,4356.6,0.1,0.0,222.4,213.6
2005,1300060,4903.0,110.3,0.0,4031.1,325.6,0.0,222.4,213.6
2006,1300060,4903.0,110.4,0.1,4088.0,268.6,0.0,222.4,213.6
2007,1300060,4903.0,110.5,0.1,4131.7,224.5,0.3,222.4,213.6
2008,1300060,4903.0,110.6,0.1,3490.5,865.0,0.9,222.4,213.6
2009,1300060,4903.0,111.6,0.9,4339.7,15.4,0.3,222.4,213.6
2010,1300060,4903.0,112.5,1.0,4201.6,152.6,0.3,222.4,213.6
2011,1300060,4903.0,114.0,1.4,4307.7,45.2,0.1,222.4,213.6
2012,1300060,4903.0,114.1,0.1,4113.0,239.8,0.1,222.4,213.6
2013,1300060,4903.0,114.7,0.5,1313.8,3038.2,0.3,222.4,213.6
2014,1300060,4903.0,115.2,0.5,3646.5,705.3,0.0,222.4,213.6
2015,1300060,4903.0,115.8,0.6,2993.1,1358.1,0.0,222.4,213.6
2016,1300060,4903.0,116.0,0.2,4351.0,0.0,0.0,222.4,213.6
2017,1300060,4903.0,116.7,0.6,4350.2,0.1,0.0,222.4,213.6
2018,1300060,4903.0,117.1,0.4,1919.7,2430.1,0.0,222.5,213.6
2019,1300060,4903.0,117.1,0.0,3313.5,1036.3,0.0,222.5,213.6
2000,1300086,2473.0,177.0,,2042.4,0.0,0.0,34.6,219.0
2001,1300086,2473.0,188.2,11.3,2031.2,0.0,0.0,34.6,219.0
2002,1300086,2473.0,189.6,1.3,2029.8,0.0,0.0,34.6,219.0
2003,1300086,2473.0,191.4,1.9,2028.0,0.0,0.0,34.6,219.0
2004,1300086,2473.0,191.7,0.3,2027.7,0.0,0.0,34.6,219.0
2005,1300086,2473.0,192.2,0.5,2025.1,2.1,0.0,34.6,219.0
2006,1300086,2473.0,192.3,0.1,2001.3,25.8,0.0,34.6,219.0
2007,1300086,2473.0,192.8,0.5,1941.3,84.9,0.4,34.6,219.0
2008,1300086,2473.0,192.9,0.1,1966.4,59.7,0.4,34.6,219.0
2009,1300086,2473.0,194.1,1.2,1980.2,44.6,0.5,34.6,219.0
2010,1300086,2473.0,196.7,2.6,695.2,1327.2,0.3,34.6,219.0
2011,1300086,2473.0,197.5,0.8,1932.0,89.8,0.1,34.6,219.0
2012,1300086,2473.0,198.4,0.9,1934.0,86.9,0.1,34.6,219.0
2013,1300086,2473.0,199.2,0.8,1285.9,734.2,0.1,34.6,219.0
2014,1300086,2473.0,199.8,0.6,1998.4,21.2,0.0,34.6,219.0
2015,1300086,2473.0,200.7,1.0,1764.7,254.0,0.0,34.6,219.0
2016,1300086,2473.0,200.7,0.0,2016.9,1.8,0.0,34.6,219.0
2017,1300086,2473.0,201.7,1.0,2017.0,0.7,0.0,34.6,219.0
2018,1300086,2473.0,201.9,0.3,1905.6,111.9,0.0,34.6,219.0
2019,1300086,2473.0,202.3,0.4,1999.9,17.2,0.0,34.6,219.0
2000,1300102,5852.0,69.5,,4706.9,0.0,0.3,640.6,434.7
2001,1300102,5852.0,70.7,1.2,4705.7,0.0,0.3,640.6,434.7
2002,1300102,5852.0,72.1,1.4,4704.3,0.0,0.3,640.6,434.7
2003,1300102,5852.0,74.0,2.0,4702.4,0.0,0.3,640.6,434.7
2004,1300102,5852.0,75.1,1.1,4701.3,0.0,0.3,640.6,434.7
2005,1300102,5852.0,77.1,2.0,4698.8,0.5,0.3,640.6,434.7
2006,1300102,5852.0,77.7,0.6,4696.2,2.5,0.3,640.6,434.7
2007,1300102,5852.0,77.7,0.0,4469.5,228.9,0.6,640.6,434.7
2008,1300102,5852.0,78.6,0.9,4143.9,553.6,0.6,640.6,434.7
2009,1300102,5852.0,79.2,0.6,4215.0,481.8,0.7,640.6,434.7
2010,1300102,5852.0,79.6,0.5,3350.0,1346.5,0.6,640.6,434.7
2011,1300102,5852.0,80.2,0.6,4344.2,351.9,0.4,640.6,434.7
2012,1300102,5852.0,80.8,0.6,3828.2,867.3,0.4,640.6,434.7
2013,1300102,5852.0,81.6,0.8,4204.2,490.5,0.4,640.6,434.7
2014,1300102,5852.0,82.2,0.7,4547.8,146.4,0.3,640.6,434.7
2015,1300102,5852.0,82.8,0.6,4190.2,503.7,0.0,640.6,434.7
2016,1300102,5852.0,83.1,0.4,4674.1,19.5,0.0,640.6,434.7
2017,1300102,5852.0,83.4,0.2,4692.9,0.4,0.0,640.6,434.7
2018,1300102,5852.0,83.5,0.1,4434.1,259.1,0.0,640.6,434.7
2019,1300102,5852.0,83.5,0.0,4692.9,0.3,0.0,640.6,434.7
2000,1300144,54490.0,955.9,,52689.7,0.0,15.2,625.0,204.2
2001,1300144,54490.0,1013.0,57.2,52632.6,0.0,15.2,625.0,204.2
2002,1300144,54490.0,1046.0,32.9,52599.6,0.0,15.2,625.0,204.2
2003,1300144,54490.0,1097.6,51.6,52548.0,0.0,15.2,625.0,204.2
2004,1300144,54490.0,1230.0,132.4,52415.6,0.0,15.2,625.0,204.2
2005,1300144,54490.0,1375.9,145.9,52052.8,216.9,15.2,625.0,204.2
2006,1300144,54490.0,1456.3,80.4,51008.5,1180.8,15.2,625.0,204.2
2007,1300144,54490.0,1550.3,94.0,51780.9,314.5,15.1,625.0,204.2
2008,1300144,54490.0,1621.0,70.7,51759.8,264.8,15.2,625.0,204.2
2009,1300144,54490.0,1685.1,64.2,51960.5,0.0,15.2,625.0,204.2
2010,1300144,54490.0,1731.0,45.9,51158.4,754.4,17.0,625.0,204.2
2011,1300144,54490.0,1780.2,49.2,51864.4,0.0,16.2,625.0,204.2
2012,1300144,54490.0,1855.0,74.8,51789.5,0.0,16.3,625.0,204.2
2013,1300144,54490.0,1941.1,86.1,51659.9,43.5,16.3,625.0,204.2
2014,1300144,54490.0,2021.1,80.1,51566.7,57.8,15.2,625.0,204.2
2015,1300144,54490.0,2128.3,107.2,51532.5,0.0,0.0,625.0,204.2
2016,1300144,54490.0,2290.1,161.8,51370.7,0.0,0.0,625.0,204.2
2017,1300144,54490.0,2460.2,170.0,51200.6,0.0,0.0,625.0,204.2
2018,1300144,54490.0,2621.9,161.7,51038.9,0.0,0.0,625.0,204.2
2019,1300144,54490.0,2910.6,288.7,50750.2,0.0,0.0,625.0,204.2
2000,1300201,80005.0,196.1,,79082.5,0.0,314.0,16.5,395.9
2001,1300201,80005.0,197.8,1.7,79080.8,0.0,314.0,16.5,395.9
2002,1300201,80005.0,217.7,19.9,79060.9,0.0,314.0,16.5,395.9
2003,1300201,80005.0,224.6,6.9,79054.0,0.0,314.0,16.5,395.9
2004,1300201,80005.0,227.4,2.8,79039.5,11.7,314.0,16.5,395.9
2005,1300201,80005.0,230.4,3.0,79011.7,36.5,314.0,16.5,395.9
2006,1300201,80005.0,230.6,0.2,78292.1,755.9,314.0,16.5,395.9
2007,1300201,80005.0,232.1,1.5,76444.2,2583.2,333.1,16.5,395.9
2008,1300201,80005.0,233.4,1.2,77330.4,1700.6,328.2,16.5,395.9
2009,1300201,80005.0,234.8,1.5,70706.4,8318.1,333.3,16.5,395.9
2010,1300201,80005.0,237.3,2.5,76000.6,3036.9,317.8,16.5,395.9
2011,1300201,80005.0,239.0,1.7,77557.8,1479.4,316.4,16.5,395.9
2012,1300201,80005.0,240.6,1.6,77959.3,1104.2,288.5,16.5,395.9
2013,1300201,80005.0,241.6,1.1,72469.7,6627.2,254.1,16.5,395.9
2014,1300201,80005.0,242.4,0.7,58186.2,20875.1,288.9,16.5,395.9
2015,1300201,80005.0,242.4,0.1,74613.8,4736.4,0.0,16.5,395.9
2016,1300201,80005.0,243.5,1.0,67549.3,11552.1,247.7,16.5,395.9
2017,1300201,80005.0,244.8,1.3,79265.5,82.3,0.0,16.5,395.9
2018,1300201,80005.0,245.5,0.7,71430.4,7916.7,0.0,16.5,395.9
2019,1300201,80005.0,248.2,2.7,79222.9,121.5,0.0,16.5,395.9
2000,1300300,7636.0,980.6,,5175.1,0.0,0.1,464.3,1015.9
2001,1300300,7636.0,1009.6,29.0,5146.1,0.0,0.1,464.3,1015.9
2002,1300300,7636.0,1053.3,43.8,5102.4,0.0,0.1,464.3,1015.9
2003,1300300,7636.0,1074.4,21.0,5081.3,0.0,0.1,464.3,1015.9
2004,1300300,7636.0,1099.4,25.0,5056.3,0.0,0.1,464.3,1015.9
2005,1300300,7636.0,1128.5,29.1,5027.1,0.1,0.1,464.3,1015.9
2006,1300300,7636.0,1144.7,16.2,4996.7,14.3,0.1,464.3,1015.9
2007,1300300,7636.0,1162.7,18.0,3404.4,1585.1,3.6,464.3,1015.9
2008,1300300,7636.0,1203.5,40.9,4936.6,12.7,3.0,464.3,1015.9
2009,1300300,7636.0,1213.5,9.9,4799.9,139.2,3.2,464.3,1015.9
2010,1300300,7636.0,1219.2,5.7,855.4,4080.1,1.1,464.3,1015.9
2011,1300300,7636.0,1242.8,23.7,4679.3,232.6,1.1,464.3,1015.9
2012,1300300,7636.0,1257.2,14.3,4811.0,86.7,0.9,464.3,1015.9
2013,1300300,7636.0,1266.3,9.1,2745.0,2143.0,1.5,464.3,1015.9
2014,1300300,7636.0,1280.8,14.5,3943.2,931.7,0.1,464.3,1015.9
2015,1300300,7636.0,1304.0,23.2,4836.4,15.4,0.0,464.3,1015.9
2016,1300300,7636.0,1310.3,6.3,80.9,4764.6,0.0,464.3,1015.9
2017,1300300,7636.0,1330.5,20.2,4811.8,13.5,0.0,464.3,1015.9
2018,1300300,7636.0,1344.6,14.1,4786.5,24.7,0.0,464.3,1015.9
2019,1300300,7636.0,1379.5,35.0,4776.3,0.0,0.0,464.3,1015.9
2000,1300409,124163.0,146.1,,102387.7,13.6,55.6,17060.1,4499.9
2001,1300409,124163.0,178.1,32.0,102159.8,209.5,55.6,17060.1,4499.9
2002,1300409,124163.0,180.3,2.2,102205.1,162.0,55.6,17060.1,4499.9
2003,1300409,124163.0,187.8,7.5,102110.8,248.8,55.6,17060.1,4499.9
2004,1300409,124163.0,192.5,4.7,102167.9,187.0,55.6,17060.1,4499.9
2005,1300409,124163.0,193.5,1.0,100294.3,2059.6,55.6,17060.1,4499.9
2006,1300409,124163.0,194.3,0.7,91348.3,11004.8,55.6,17060.1,4499.9
2007,1300409,124163.0,195.5,1.2,89627.4,12701.5,78.6,17060.1,4499.9
2008,1300409,124163.0,197.0,1.5,89363.7,12959.5,82.8,17060.1,4499.9
2009,1300409,124163.0,197.5,0.5,95068.6,7258.5,78.4,17060.1,4499.9
2010,1300409,124163.0,200.9,3.5,59858.0,42490.6,53.5,17060.1,4499.9
2011,1300409,124163.0,202.5,1.6,93370.8,8978.9,50.8,17060.1,4499.9
2012,1300409,124163.0,203.8,1.3,96953.2,5401.8,44.2,17060.1,4499.9
2013,1300409,124163.0,204.7,0.9,66972.5,35375.9,49.9,17060.1,4499.9
2014,1300409,124163.0,206.6,1.9,95768.2,6582.9,45.3,17060.1,4499.9
2015,1300409,124163.0,206.9,0.3,94926.4,7469.7,0.0,17060.1,4499.9
2016,1300409,124163.0,207.9,1.0,80658.9,21703.8,32.4,17060.1,4499.9
2017,1300409,124163.0,209.1,1.1,96343.0,6050.9,0.0,17060.1,4499.9
2018,1300409,124163.0,210.3,1.2,77743.9,24648.8,0.0,17060.1,4499.9
2019,1300409,124163.0,221.8,11.6,94982.2,7399.0,0.0,17060.1,4499.9
2000,1300508,5760.0,699.1,,3696.2,0.0,0.0,408.6,956.1
2001,1300508,5760.0,717.5,18.3,3677.8,0.0,0.0,408.6,956.1
2002,1300508,5760.0,718.5,1.1,3676.8,0.0,0.0,408.6,956.1
2003,1300508,5760.0,735.5,17.0,3659.8,0.0,0.0,408.6,956.1
2004,1300508,5760.0,739.2,3.7,3656.1,0.0,0.0,408.6,956.1
2005,1300508,5760.0,745.0,5.8,3650.3,0.0,0.0,408.6,956.1
2006,1300508,5760.0,749.5,4.4,3645.8,0.0,0.0,408.6,956.1
2007,1300508,5760.0,754.1,4.6,3451.7,187.3,2.2,408.6,956.1
2008,1300508,5760.0,762.0,7.9,3444.4,186.7,2.2,408.6,956.1
2009,1300508,5760.0,764.6,2.7,2608.1,1019.2,3.4,408.6,956.1
2010,1300508,5760.0,778.5,13.9,3615.2,0.9,0.7,408.6,956.1
2011,1300508,5760.0,783.5,5.0,3475.3,135.6,0.9,408.6,956.1
2012,1300508,5760.0,786.3,2.8,3537.6,70.7,0.7,408.6,956.1
2013,1300508,5760.0,789.3,3.0,2283.9,1321.1,1.0,408.6,956.1
2014,1300508,5760.0,795.5,6.2,2750.7,849.0,0.1,408.6,956.1
2015,1300508,5760.0,801.2,5.7,3592.4,1.7,0.0,408.6,956.1
2016,1300508,5760.0,803.0,1.8,3588.7,3.6,0.0,408.6,956.1
2017,1300508,5760.0,806.5,3.5,3571.9,16.9,0.0,408.6,956.1
2018,1300508,5760.0,808.1,1.6,2429.7,1157.5,0.0,408.6,956.1
2019,1300508,5760.0,811.8,3.8,3561.2,22.3,0.0,408.6,956.1
2000,1300607,9146.0,175.8,,8748.8,0.0,16.6,0.0,204.8
2001,1300607,9146.0,176.8,0.9,8747.8,0.0,16.6,0.0,204.8
2002,1300607,9146.0,178.0,1.2,8746.6,0.0,16.6,0.0,204.8
2003,1300607,9146.0,181.7,3.8,8742.9,0.0,16.6,0.0,204.8
2004,1300607,9146.0,182.0,0.3,8742.3,0.3,16.6,0.0,204.8
2005,1300607,9146.0,182.5,0.5,8741.5,0.6,16.6,0.0,204.8
2006,1300607,9146.0,182.8,0.4,8492.8,249.0,16.6,0.0,204.8
2007,1300607,9146.0,185.5,2.6,8738.4,0.0,17.3,0.0,204.8
2008,1300607,9146.0,186.0,0.6,7719.4,1018.4,17.4,0.0,204.8
2009,1300607,9146.0,186.8,0.8,8236.7,500.5,17.2,0.0,204.8
2010,1300607,9146.0,187.3,0.6,8723.1,14.1,16.7,0.0,204.8
2011,1300607,9146.0,188.5,1.1,8694.3,41.7,16.7,0.0,204.8
2012,1300607,9146.0,188.7,0.3,5528.4,3208.3,15.8,0.0,204.8
2013,1300607,9146.0,190.2,1.5,7516.1,1219.2,15.7,0.0,204.8
2014,1300607,9146.0,190.7,0.5,6475.9,2258.9,15.7,0.0,204.8
2015,1300607,9146.0,191.8,1.1,8310.5,438.9,0.0,0.0,204.8
2016,1300607,9146.0,192.1,0.4,4355.5,4378.8,14.8,0.0,204.8
2017,1300607,9146.0,192.6,0.4,7621.7,1126.9,0.0,0.0,204.8
2018,1300607,9146.0,192.7,0.1,8008.1,740.4,0.0,0.0,204.8
2019,1300607,9146.0,193.6,0.9,8743.7,3.9,0.0,0.0,204.8
2000,1300631,17411.0,181.6,,15768.3,0.0,2.2,886.1,572.8
2001,1300631,17411.0,189.4,7.8,15760.5,0.0,2.2,886.1,572.8
2002,1300631,17411.0,191.7,2.3,15758.2,0.0,2.2,886.1,572.8
2003,1300631,17411.0,197.3,5.6,15752.6,0.0,2.2,886.1,572.8
2004,1300631,17411.0,199.4,2.1,15750.5,0.0,2.2,886.1,572.8
2005,1300631,17411.0,200.1,0.7,15749.8,0.0,2.2,886.1,572.8
2006,1300631,17411.0,200.6,0.4,15748.8,0.5,2.2,886.1,572.8
2007,1300631,17411.0,201.1,0.5,15660.8,87.6,2.6,886.1,572.8
2008,1300631,17411.0,203.4,2.4,15690.4,55.6,2.7,886.1,572.8
2009,1300631,17411.0,205.6,2.2,12831.0,2912.4,3.1,886.1,572.8
2010,1300631,17411.0,210.0,4.4,15705.7,33.9,2.5,886.1,572.8
2011,1300631,17411.0,212.2,2.2,14394.4,1342.9,2.6,886.1,572.8
2012,1300631,17411.0,213.1,0.9,13656.1,2080.4,2.5,886.1,572.8
2013,1300631,17411.0,215.5,2.4,15572.8,161.0,2.8,886.1,572.8
2014,1300631,17411.0,218.0,2.5,12911.7,2820.2,2.2,886.1,572.8
2015,1300631,17411.0,220.5,2.5,15152.4,579.2,0.0,886.1,572.8
2016,1300631,17411.0,222.6,2.1,15729.5,0.0,0.0,886.1,572.8
2017,1300631,17411.0,224.2,1.7,15710.3,17.6,0.0,886.1,572.8
2018,1300631,17411.0,226.3,2.1,15693.3,32.5,0.0,886.1,572.8
2019,1300631,17411.0,229.1,2.8,15663.3,59.7,0.0,886.1,572.8
2000,1300680,2588.0,182.8,,1146.7,0.0,0.0,852.8,405.7
2001,1300680,2588.0,190.5,7.7,1139.0,0.0,0.0,852.8,405.7
2002,1300680,2588.0,190.5,0.0,1139.0,0.0,0.0,852.8,405.7
2003,1300680,2588.0,196.4,5.9,1133.1,0.0,0.0,852.8,405.7
2004,1300680,2588.0,196.7,0.3,1132.8,0.0,0.0,852.8,405.7
2005,1300680,2588.0,198.0,1.3,1131.5,0.0,0.0,852.8,405.7
2006,1300680,2588.0,199.0,1.0,1130.5,0.0,0.0,852.8,405.7
2007,1300680,2588.0,200.4,1.3,1127.4,0.7,1.0,852.8,405.7
2008,1300680,2588.0,200.7,0.3,1116.9,10.8,1.1,852.8,405.7
2009,1300680,2588.0,200.8,0.1,539.4,587.8,1.5,852.8,405.7
2010,1300680,2588.0,203.5,2.7,1125.4,0.3,0.3,852.8,405.7
2011,1300680,2588.0,204.9,1.4,1069.9,54.3,0.4,852.8,405.7
2012,1300680,2588.0,205.3,0.3,844.5,279.2,0.5,852.8,405.7
